                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 2.0613,                 2.4065,                 1.8023,                 1.9982,                 2.6105,                 1.6568,                0.16063,                0.18685,                0.09958,                0.04269,                0.06833,                 4.6623,                0.06468,                0.06852,                 1.3407,                0.05908,              0.0096832,              0.0096832,              0.0096832
                     35,                 2.0548,                 2.4825,                  1.773,                 1.9568,                 2.6517,                 1.5733,                 0.1228,                0.13841,                  0.063,                0.02425,                 0.0703,                 10.732,                0.06573,                0.07127,                 2.2379,                0.05969,              0.0096733,              0.0096733,              0.0096733
                     36,                 1.9728,                 2.3109,                 1.6681,                 1.8444,                 2.5333,                 1.5166,                0.10855,                0.12457,                0.06261,                0.02389,                0.06705,                 19.171,                0.06254,                0.06791,                 7.4103,                0.05816,              0.0096634,              0.0096634,              0.0096634
                     37,                 2.0573,                 2.2051,                 1.7288,                  1.952,                 2.4969,                 1.5465,                0.18105,                0.13495,                0.07264,                0.02305,                0.06854,                 5.4213,                0.06306,                0.07146,                 1.8055,                0.05809,              0.0096535,              0.0096535,              0.0096535
                     38,                 2.0905,                   2.35,                 1.7768,                 2.0274,                 2.5511,                 1.5945,                0.16414,                0.08997,                0.05522,                0.02167,                0.07427,                 2.8348,                0.06692,                0.07222,                 1.1971,                0.06086,              0.0096436,              0.0096436,              0.0096436
                     39,                  1.935,                 2.3188,                 1.7362,                 1.9389,                  2.578,                 1.5864,                0.17736,                0.14533,                0.07992,                0.02775,                0.06996,                 12.453,                0.06455,                 0.0716,                 3.9967,                 0.0605,              0.0096337,              0.0096337,              0.0096337
                     40,                 1.9397,                 2.2832,                 1.6437,                 1.9375,                 2.5049,                 1.5229,                0.10172,                0.05536,                0.03565,                0.01494,                0.06938,                 5.8577,                0.06337,                0.06911,                 4.2068,                0.05713,              0.0096238,              0.0096238,              0.0096238
                     41,                 1.8631,                 2.1918,                 1.6012,                 1.7843,                 2.4588,                 1.4388,                0.17014,                0.15225,                0.08333,                0.03328,                0.06642,                 2.4217,                  0.062,                0.07096,                 1.4532,                0.05964,              0.0096139,              0.0096139,              0.0096139
                     42,                  1.936,                 2.1668,                 1.6785,                 1.8772,                 2.4482,                  1.536,                0.15576,                0.10035,                0.06916,                0.02321,                0.06882,                 12.768,                0.06508,                0.07138,                 4.0029,                0.05919,               0.009604,               0.009604,               0.009604
                     43,                 1.8236,                 2.1215,                 1.6603,                 1.8549,                 2.3572,                 1.5379,                0.14202,                0.19875,                0.07074,                0.02799,                0.06655,                 9.4652,                0.06371,                0.06994,                  3.132,                0.05872,              0.0095941,              0.0095941,              0.0095941
                     44,                 2.0117,                 2.2125,                 1.7027,                   1.99,                  2.466,                 1.5717,                0.22617,                0.15225,                0.10216,                0.04169,                0.06832,                 16.443,                 0.0647,                0.06764,                 5.0133,                0.05867,              0.0095842,              0.0095842,              0.0095842
                     45,                 2.0195,                 2.2424,                 1.8039,                  1.933,                 2.5751,                 1.6242,                0.10521,                0.22491,                0.06686,                 0.0264,                0.06676,                 25.139,                0.06154,                0.06842,                  8.951,                0.05716,              0.0095743,              0.0095743,              0.0095743
                     46,                 1.9348,                 2.1619,                 1.6986,                 1.8679,                 2.4709,                 1.5663,                0.12293,                0.21799,                0.07695,                0.03085,                0.06838,                 15.588,                0.06456,                0.06771,                 5.8417,                0.05818,              0.0095644,              0.0095644,              0.0095644
                     47,                 1.8229,                 2.1009,                 1.6221,                 1.7569,                 2.3384,                  1.463,                 0.1224,                0.14187,                 0.0529,                0.02381,                0.06622,                  20.14,                0.06206,                0.06772,                 6.7839,                0.05692,              0.0095545,              0.0095545,              0.0095545
                     48,                 1.8957,                 2.2791,                 1.6663,                 1.8416,                 2.4704,                 1.5068,                0.16622,                0.13149,                0.06411,                0.02199,                0.06545,                 17.216,                0.06128,                0.06674,                  7.562,                0.05747,              0.0095446,              0.0095446,              0.0095446
                     49,                 2.0202,                 2.3444,                 1.6706,                 1.9195,                 2.5386,                 1.5024,                0.15222,                0.10035,                0.07383,                0.03279,                 0.0674,                 8.7969,                0.06243,                0.06851,                  2.161,                0.05721,              0.0095347,              0.0095347,              0.0095347
                     50,                 1.9006,                 2.1467,                  1.672,                 1.8807,                 2.4488,                 1.5329,                0.19074,                0.13149,                0.08553,                0.03557,                0.06643,                 6.5758,                0.06154,                0.06647,                 1.7233,                0.05744,              0.0095248,              0.0095248,              0.0095248
                     51,                 1.8403,                 2.1625,                 1.6468,                 1.8232,                 2.4235,                 1.5078,                0.19331,                0.13841,                0.08239,                0.03015,                0.06422,                 5.3357,                0.06104,                0.06806,                 1.6273,                0.05754,              0.0095149,              0.0095149,              0.0095149
