                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 1.2288,                0.93822,                 1.1687,                 1.4724,                 1.1965,                 1.1779,                0.35553,                0.29969,                 0.2277,                0.09798,                 2.2322,                 2.9592,                 2.1091,                 2.3274,                 3.2335,                 1.8974,              0.0017466,              0.0017466,              0.0017466
                     67,                 1.2394,                0.97067,                 1.1697,                 1.4882,                 1.1888,                 1.1859,                0.31405,                0.24221,                0.17175,                0.07026,                 2.4298,                 2.9097,                 2.1448,                 2.4768,                 3.3501,                 1.9299,              0.0017426,              0.0017426,              0.0017426
                     68,                 1.2389,                0.94546,                  1.163,                 1.5316,                 1.2086,                 1.1822,                0.38271,                0.24221,                 0.2093,                0.09579,                 2.2106,                 2.7788,                 1.9985,                 2.2865,                 2.8987,                 1.8252,              0.0017386,              0.0017386,              0.0017386
                     69,                 1.2585,                0.95277,                 1.1642,                 1.5408,                 1.2203,                 1.1719,                0.39772,                0.27336,                0.23291,                0.09775,                 2.2089,                 2.3105,                 1.9577,                 2.3675,                 3.0045,                 1.8498,              0.0017347,              0.0017347,              0.0017347
                     70,                 1.1892,                 0.9402,                 1.1576,                 1.4411,                 1.2145,                 1.1782,                0.35402,                 0.3053,                 0.2054,                0.08285,                 2.2736,                 3.0493,                 2.0512,                 2.3699,                 3.3363,                   1.88,              0.0017307,              0.0017307,              0.0017307
                     71,                   1.22,                0.94706,                 1.1733,                 1.4718,                 1.2111,                 1.1826,                0.23685,                0.18042,                0.11511,                0.04928,                 2.5388,                 3.5004,                 2.3124,                 2.5746,                 4.0936,                 2.0398,              0.0017268,              0.0017268,              0.0017268
                     72,                 1.2234,                0.96628,                 1.1644,                  1.488,                 1.1878,                 1.1795,                0.25717,                0.20245,                0.12761,                0.05497,                 2.4058,                 2.9557,                 2.1025,                 2.5014,                 3.6359,                 1.9959,              0.0017228,              0.0017228,              0.0017228
                     73,                 1.1744,                 0.9702,                 1.1421,                 1.4341,                 1.1891,                 1.1556,                0.30563,                0.23875,                0.17628,                0.07563,                 2.2369,                 2.6088,                 1.9788,                 2.3033,                 3.2448,                 1.8528,              0.0017188,              0.0017188,              0.0017188
                     74,                 1.2165,                0.94839,                 1.1644,                 1.4839,                 1.1642,                 1.1723,                0.36503,                0.31488,                0.23318,                0.10479,                 2.1729,                 2.8376,                 2.0227,                  2.239,                 3.0243,                  1.872,              0.0017149,              0.0017149,              0.0017149
                     75,                 1.1456,                0.89305,                 1.1365,                 1.4059,                 1.1071,                 1.1614,                0.27729,                0.33218,                 0.2255,                0.10012,                 2.2466,                 3.1009,                 2.1209,                 2.3013,                 3.0583,                 1.8934,              0.0017109,              0.0017109,              0.0017109
                     76,                 1.1991,                0.95064,                 1.1305,                 1.4873,                 1.1939,                  1.155,                0.31375,                0.30104,                 0.2005,                0.09054,                 2.1087,                 3.1679,                 1.9045,                 2.2833,                 3.2015,                 1.8113,               0.001707,               0.001707,               0.001707
                     77,                  1.142,                0.88905,                 1.1186,                 1.4011,                 1.1009,                 1.1414,                  0.219,                0.33218,                0.17797,                0.07521,                 2.1893,                 4.3179,                 1.9615,                 2.3238,                 4.2418,                 1.8146,               0.001703,               0.001703,               0.001703
                     78,                 1.1339,                 0.8718,                 1.1225,                   1.39,                 1.0933,                 1.1419,                0.33075,                0.31142,                0.23189,                0.08465,                 2.2009,                 3.1438,                 2.0644,                 2.3154,                 3.5074,                  1.941,               0.001699,               0.001699,               0.001699
                     79,                 1.1505,                0.88685,                 1.1129,                 1.4504,                 1.1254,                  1.137,                 0.3323,                 0.3564,                0.24636,                0.09963,                 2.1104,                 2.6113,                 1.9614,                 2.2203,                 3.1329,                 1.8481,              0.0016951,              0.0016951,              0.0016951
