                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                0.88663,                0.62199,                0.96797,                 1.1472,                 0.8164,                0.98715,                0.50206,                0.40484,                0.37122,                0.17439,                 1.9362,                 1.7699,                 1.7546,                 2.0755,                 2.3834,                  1.619,              0.0016951,              0.0016951,              0.0016951
                     80,                0.86345,                0.60392,                0.95734,                 1.1602,                0.81241,                0.98409,                0.51887,                0.44637,                0.38184,                0.17765,                 1.8533,                 1.7428,                 1.6904,                 2.0337,                  2.301,                  1.615,              0.0016911,              0.0016911,              0.0016911
                     81,                  0.869,                0.59976,                0.96751,                 1.1251,                0.76322,                0.98795,                0.50671,                0.41869,                0.37596,                0.16377,                 1.9461,                 1.8268,                 1.7652,                 2.0809,                 2.4748,                 1.6574,              0.0016872,              0.0016872,              0.0016872
                     82,                0.88812,                0.61606,                0.96711,                 1.1281,                0.80186,                0.98143,                0.47323,                0.42907,                0.35614,                0.15792,                 1.9414,                 1.8352,                 1.7857,                 2.0841,                 2.4771,                 1.6402,              0.0016832,              0.0016832,              0.0016832
                     83,                0.87033,                0.61199,                0.95886,                 1.1582,                0.82128,                0.98174,                0.51697,                0.45675,                0.38244,                0.16684,                 1.8985,                 1.7722,                  1.769,                  2.082,                  2.284,                 1.6392,              0.0016792,              0.0016792,              0.0016792
                     84,                0.87766,                 0.6239,                0.97516,                 1.1666,                 0.8485,                0.99047,                0.60854,                0.39446,                0.39558,                 0.1727,                 1.9283,                 1.7226,                 1.8108,                 2.1036,                 2.1722,                 1.6678,              0.0016753,              0.0016753,              0.0016753
                     85,                 0.8366,                0.57472,                0.93694,                 1.0999,                0.76291,                0.96235,                0.49498,                0.48443,                0.41104,                0.18378,                 1.9916,                 1.6688,                 1.8274,                 2.1235,                 2.0983,                 1.6704,              0.0016713,              0.0016713,              0.0016713
                     86,                 0.8417,                0.58832,                0.95361,                 1.0856,                0.74347,                0.97479,                0.53507,                0.47751,                0.42563,                 0.1984,                 1.9048,                 1.6147,                 1.7959,                 2.0482,                 2.0353,                 1.6553,              0.0016674,              0.0016674,              0.0016674
                     87,                0.89546,                0.61585,                0.97307,                 1.1225,                0.78969,                0.99441,                0.52733,                0.47059,                0.42106,                0.19803,                 1.8731,                 1.6735,                 1.7496,                 2.0527,                 2.0976,                 1.6171,              0.0016634,              0.0016634,              0.0016634
                     88,                0.84624,                0.58346,                0.95573,                 1.1463,                0.78891,                0.98668,                0.52162,                0.42635,                0.37463,                0.18681,                 1.8682,                 1.7916,                 1.7107,                 2.0369,                 2.3388,                 1.5522,              0.0016594,              0.0016594,              0.0016594
